LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
894,3356,123555,Primary,15,12,11,11.3,9.5,4.6,22.2,"£36,726"
894,3357,123556,Primary,9,12,4,9,9,2.8,21.9,"£46,842"
894,3358,123557,Primary,13,21,6,12.9,18.6,5.4,22,"£40,764"
894,3359,123558,Primary,10,8,2,8.8,6.4,2,17.4,"£39,151"
894,3361,134852,Primary,18,33,7,17.1,23.8,4,22.1,"£36,720"
894,3362,134999,Primary,20,26,10,19.6,18,4.8,21.2,"£36,274"
894,3363,135031,Primary,19,25,12,17.4,20.8,4.4,25.3,"£39,317"
894,3364,104939,Primary,31,30,11,27.7,18.4,5.9,19.1,"£38,659"
894,3366,133270,Primary,24,43,11,23.6,32.6,7.6,26,"£42,189"
894,3367,135244,Primary,12,10,3,10.1,6.1,1.9,20.8,"£37,877"
894,3368,135496,Primary,16,15,3,15,11.4,2.8,24,"£41,247"
894,3369,142705,Primary,22,31,16,18.4,21.9,9.8,25.3,"£38,976"
894,4000,142067,Secondary,49,9,20,41.3,7.3,15.9,15.4,"£39,635"
894,4001,142285,Secondary,61,14,25,57.7,12.7,22.8,16.2,"£40,058"
894,4364,136516,Secondary,35,1,14,29.2,1,12.3,19.8,"£42,940"
894,4405,123574,Secondary,58,30,39,52.8,22.4,26.1,20.2,"£40,994"
894,4408,139766,Secondary,45,11,19,42.9,8.9,17.1,16.5,"£40,637"
894,4425,139536,Secondary,31,13,12,29.6,10.7,9.9,16.6,"£41,710"
894,4439,144853,Secondary,68,23,26,63.8,18.7,24.6,14.5,"£41,085"
894,5203,123435,Primary,12,13,7,11.4,9.5,2.9,24.6,"£42,900"
894,5400,137446,Secondary,57,8,34,49.6,6,27.9,18.5,"£41,894"
894,5402,145707,Secondary,7,3,2,6.4,1.2,1.5,SUPP,"£36,973"
894,5404,123597,Secondary,80,18,24,70.8,12.6,21.8,0,"£39,917"
894,6905,135149,Secondary,83,15,18,80.2,14.3,18,14,"£30,519"
894,6906,135582,Secondary,67,40,23,64.6,25.7,18.5,16.5,"£38,231"
895,2000,139910,Primary,15,13,3,13.2,7.4,2.8,19.9,"£35,240"
895,2001,140175,Primary,22,21,5,20.5,19.5,4.4,21.2,"£36,203"
895,2002,141193,Primary,10,5,2,8.5,4.6,2,14.9,"£38,944"
895,2003,141653,Primary,6,3,3,6,1.9,1.5,13.5,"£34,217"
895,2004,142037,Primary,9,22,1,9,12.2,0.3,17,"£40,129"
895,2006,146382,Primary,19,34,4,18.2,25.4,3.6,24.8,"£35,061"
895,2011,140740,Primary,11,12,4,9.3,8.3,2.2,23.5,"£35,507"
895,2129,111008,Primary,13,8,2,9.1,6,1.7,22.3,"£37,818"
895,2131,111009,Primary,11,6,2,7.2,4.4,1.4,16.3,"£35,947"
895,2133,137450,Primary,20,19,4,17.8,12.1,3.7,24,"£38,919"
895,2137,143011,Primary,17,12,9,14.7,7.4,4.3,28.2,"£36,175"
895,2138,111014,Primary,19,20,2,19,15,1.7,17.2,"£36,921"
895,2139,111015,Primary,16,12,3,13.7,6,1.4,19.5,"£34,166"
895,2141,140438,Primary,23,18,9,19.5,13.8,6.2,21.1,"£28,034"
895,2142,140444,Primary,17,17,14,16.6,12.2,9.4,13.5,"£48,062"
895,2143,143154,Primary,12,2,1,6.9,1.6,1,17.6,"£37,891"
895,2145,141306,Primary,8,4,1,5.8,2.7,1,18.6,"£36,792"
895,2151,141792,Primary,26,43,6,20.8,29.6,4.9,21.4,"£39,001"
895,2152,111023,Primary,15,9,3,11.4,5.1,2.4,24.3,"£40,413"
895,2154,144833,Primary,9,13,2,8.1,7.2,1.3,26.2,"£39,917"
895,2156,142561,Primary,23,23,4,18.6,9.3,3.9,20.6,"£34,542"
895,2157,139459,Primary,12,8,4,9.1,3.8,2.9,23.8,"£38,628"
895,2159,111030,Primary,12,7,2,9.7,5.5,2,21.2,"£37,114"
895,2161,111031,Primary,14,27,1,11.4,12.6,1,17.9,"£37,827"
895,2162,111032,Primary,13,12,2,12.6,9.9,2,21,"£37,411"
895,2163,111033,Primary,10,14,4,9.3,9.3,2.5,22.5,"£36,893"
895,2165,140083,Primary,19,26,13,16.2,11.2,8.3,26.5,"£36,674"
895,2166,142756,Primary,17,0,25,13.3,0,18.7,23.9,"£33,399"
895,2167,141809,Primary,7,9,2,5.6,4.9,1.4,19.2,"£35,712"
895,2168,145035,Primary,12,7,5,10.2,4.8,4,20.6,"£38,941"
895,2169,111039,Primary,9,12,3,9,5.9,2.7,23.1,"£39,197"
895,2170,140895,Primary,10,8,4,8.7,6.2,1.9,23,"£39,694"
895,2171,140501,Primary,21,14,3,17.9,8.8,2.6,21.6,"£35,234"
895,2173,145036,Primary,16,13,6,11.2,5.5,3.4,20.6,"£38,003"
895,2174,140724,Primary,11,14,2,9,8.9,1.8,23.3,"£39,162"
895,2175,111044,Primary,10,10,5,9,7.4,4,27.3,"£36,980"
895,2176,140981,Primary,15,22,0,14.9,15.1,0,20.7,"£31,691"
895,2201,111061,Primary,14,12,3,13.7,8.8,2.4,16.9,"£39,955"
895,2205,142714,Primary,19,23,9,18.1,19.4,6.3,26.6,"£36,838"
895,2206,139752,Primary,26,21,5,25.5,17.2,5,20.8,"£35,744"
895,2214,143157,Primary,9,2,3,6.5,1.3,2.1,12.4,"£36,098"
895,2216,111072,Primary,12,10,2,10.7,8.2,2,24.1,"£35,829"
895,2220,111074,Primary,8,12,2,5.7,4.7,1.4,23.9,"£38,327"
895,2222,145587,Primary,14,8,3,11.8,3.9,2,21.1,"£36,299"
895,2223,142236,Primary,12,9,4,10,6.7,3.6,21.3,"£35,877"
895,2225,111078,Primary,6,4,1,6,3.5,1,21.5,"£33,539"
895,2227,111079,Primary,14,18,3,10.8,11.3,1.9,20.6,"£38,193"
895,2228,111080,Primary,15,6,3,13.8,4.5,2.1,24.1,"£39,292"
895,2229,143160,Primary,13,11,15,11.6,5.4,10.5,22.3,"£34,086"
895,2256,111096,Primary,8,8,2,7.2,4.4,1.4,21.5,"£37,341"
895,2258,145981,Primary,NA,NA,NA,NA,NA,NA,0,SUPP
895,2291,142235,Primary,18,15,10,16.4,10.9,8.5,28.4,"£38,354"
895,2328,111143,Primary,10,8,2,8.5,6.8,1.8,23.6,"£39,110"
895,2332,111147,Primary,14,8,3,9.6,5.1,1.5,21.1,"£36,782"
895,2340,140598,Primary,13,8,4,7.8,4.6,3.1,26.6,"£37,360"
895,2344,111156,Primary,8,5,2,6.4,2.3,1.4,24.8,"£41,124"
895,2349,111159,Primary,13,11,4,9.2,5,2.9,22.4,"£37,614"
895,2356,111163,Primary,10,6,3,9.4,4.8,2.5,22,"£36,217"
895,2367,111167,Primary,11,12,4,9.1,7,2.3,22.8,"£40,798"
895,2377,111170,Primary,10,16,3,9.4,10.4,2,22.3,"£41,977"
895,2378,111171,Primary,10,10,5,8.4,4.2,1.9,25.5,"£38,847"
895,2664,111203,Primary,10,15,2,8.8,5.4,1,20.8,"£38,410"
895,2693,111211,Primary,21,24,7,19,20.8,5.3,21.1,"£35,286"
895,2698,142441,Primary,18,12,8,16.2,8.4,4.5,19.5,"£38,923"
895,2699,111216,Primary,30,20,6,28.2,13.9,5.4,19.5,"£36,812"
895,2702,111219,Primary,17,14,4,14,12.9,3.2,18.9,"£35,371"
895,2705,111222,Primary,10,11,3,8.8,9.3,2,19.4,"£35,200"
895,2710,111227,Primary,20,10,6,17.6,6.5,4.2,23.5,"£35,099"
895,2715,111232,Primary,30,30,8,22.1,17.5,5.1,22.2,"£35,576"
895,2716,111233,Primary,10,9,5,8.3,6,3.6,19.7,"£36,124"
895,2720,111237,Primary,15,12,4,11.2,8.8,3.2,21.7,"£36,675"
895,2728,145248,Primary,21,17,11,19.1,13.5,8.3,23.5,"£38,010"
895,2731,131727,Primary,19,24,4,17.8,19.3,3.7,23,"£36,213"
895,3108,111251,Primary,8,6,1,5.5,3.7,0.7,15.6,"£38,505"
895,3113,111252,Primary,11,5,3,8.5,3.7,1.2,22.4,"£38,788"
895,3114,111253,Primary,4,5,1,3.2,3.3,0.8,13.4,"£41,695"
895,3115,111254,Primary,5,3,2,3.9,1.6,1,15.1,"£40,301"
895,3120,111255,Primary,8,8,2,5.9,3.4,1.3,18.6,"£32,689"
895,3121,111256,Primary,19,15,3,14.9,7.2,2.4,21.3,"£34,592"
895,3122,140894,Primary,8,1,8,7.1,0.7,4.8,23.1,"£36,335"
895,3124,141152,Primary,19,15,4,17.5,9.5,3.3,23.4,"£37,809"
895,3139,143159,Primary,12,11,1,9.7,4.6,1,16.5,"£37,265"
895,3140,143158,Primary,9,6,7,5.1,3.7,4.3,22.5,"£36,943"
895,3141,111267,Primary,10,7,3,8.3,3.7,1.6,21,"£39,773"
895,3142,111268,Primary,9,4,1,6.4,3.2,1,22.7,"£36,721"
895,3147,139539,Primary,13,20,4,8.8,8.8,2.9,25.7,"£39,531"
895,3157,111277,Primary,12,10,2,9.7,4.6,1.4,19.8,"£35,538"
895,3169,111287,Primary,6,8,1,5.8,4.8,1,22.2,"£39,486"
895,3513,111323,Primary,11,9,2,8.9,6.8,1.4,22.4,"£37,480"
895,3516,111324,Primary,6,5,2,5.1,3.2,0.9,19,"£39,194"
895,3518,111325,Primary,18,15,10,13.5,8.3,2.4,25.7,"£38,793"
895,3520,111326,Primary,4,4,2,2.6,2,0.9,21.2,"£38,776"
895,3521,111327,Primary,8,6,3,6.9,2.4,0.9,13.8,"£37,409"
895,3524,111329,Primary,8,6,1,8,3.7,1,19.8,"£37,309"
895,3525,141811,Primary,18,9,3,15.9,5.2,2.8,21.8,"£33,886"
895,3526,111331,Primary,19,11,2,15,7.6,1.7,19.9,"£37,498"
895,3527,144832,Primary,9,6,6,8.4,3.7,3.9,22.6,"£35,106"
895,3529,111333,Primary,7,6,2,6.1,3.1,1.1,10.8,"£36,855"
895,3530,111334,Primary,8,8,1,7,5.1,1,24.3,"£38,377"
895,3531,141826,Primary,10,8,1,9.4,8,1,25.9,"£31,336"
895,3536,111339,Primary,11,10,2,8.8,5.9,1.6,23.5,"£37,781"
895,3537,111340,Primary,7,9,2,6.2,6.8,1.9,34.7,"£40,572"
895,3541,111342,Primary,31,34,9,25.9,17.7,6.3,23.1,"£36,230"
895,3543,111343,Primary,5,2,3,3.8,1,1.9,21.7,"£34,431"
895,3544,143155,Primary,13,7,7,9.3,5.3,3.1,17.9,"£35,948"
895,3545,143872,Primary,9,5,4,5.4,3.7,1.3,13.7,"£34,689"
895,3546,144381,Primary,9,10,6,7.2,7.3,6,30.4,"£34,417"
895,3547,111347,Primary,9,7,3,8.2,5.3,2.4,25,"£40,225"
895,3559,111358,Primary,12,8,2,9.1,4.5,1.6,22.9,"£38,116"
895,3562,111360,Primary,11,9,2,8.6,5.8,1.5,21.8,"£37,755"
895,3566,141831,Primary,11,14,2,5.3,3.9,1.5,22.5,"£39,185"
895,3805,140647,Primary,23,16,19,21.4,14.2,10.1,20.3,"£33,717"
895,3808,143153,Primary,27,34,7,24.1,27.7,6.9,18.1,"£38,450"
895,3810,133352,Primary,23,20,5,19.4,16.7,4.1,21.4,"£36,879"
895,3811,144056,Primary,21,16,5,18.4,11.6,3.3,24.1,"£36,942"
895,3812,141568,Primary,18,20,4,16.4,13.3,3,24.9,"£36,300"
895,3814,143156,Primary,18,21,3,16.2,11.7,2.4,20.9,"£35,850"
895,3816,142513,Primary,23,28,5,19.2,18.4,3.4,20.7,"£33,962"
895,3818,135327,Primary,20,20,5,18.2,9.1,3.3,20.2,"£37,140"
895,3821,135567,Primary,19,16,4,16.6,11.2,3.5,20.5,"£39,023"
895,4000,139953,Secondary,45,26,18,44.2,23.1,16.3,15.8,"£35,800"
895,4001,137064,Secondary,42,11,17,39.1,10.1,12.8,14.4,"£39,510"
895,4002,140813,Secondary,6,0,0,6,0,0,16.5,"£40,888"
895,4003,142472,Secondary,33,8,15,30.8,5.2,12.3,12.9,"£39,405"
895,4004,142890,Secondary,21,1,7,20,0.8,5.7,10.9,"£44,298"
895,4116,140791,Secondary,71,12,30,63.1,8.8,27.5,17.9,"£37,784"
895,4121,140108,Secondary,96,15,36,90.3,11.5,30.5,15.5,"£36,292"
895,4123,136340,Secondary,107,8,23,101,7.6,20.8,14.4,"£39,144"
895,4127,111410,Secondary,49,35,23,42.8,22.9,16.3,15.7,"£41,598"
895,4139,111417,Secondary,50,9,12,44.1,7.8,10.9,14.6,"£38,858"
895,4143,111419,Secondary,80,18,27,69.7,12.4,21.3,15.9,"£41,396"
895,4144,142237,Secondary,45,4,21,42.2,2.5,17,16.6,"£36,937"
895,4163,138002,Secondary,67,9,27,61.5,6.6,23,16.4,"£41,473"
895,4165,137449,Secondary,79,27,40,72.6,21.1,30.3,17.9,"£38,921"
895,4211,111436,Secondary,95,22,32,84,15.5,29.4,16.9,"£41,588"
895,4220,136279,Secondary,91,24,36,85.3,18.4,28.9,16.3,"£36,290"
895,4225,111443,Secondary,147,36,56,132.1,27.6,46.8,15.1,"£39,621"
895,4226,136655,Secondary,80,27,32,72.3,16.6,27.4,16.4,"£39,170"
895,4227,138662,Secondary,50,14,23,45.9,10.4,16.7,16.9,"£38,681"
895,4612,139764,Secondary,49,13,13,42.6,10.8,11.3,15.2,"£39,186"
895,4801,139139,Secondary,83,17,24,82.6,15,22,14.3,"£38,827"
895,5200,111459,Primary,4,1,1,3.6,0.6,0.2,11.1,"£38,818"
895,5201,136518,Primary,11,10,8,8.2,7.3,4.5,21.5,"£39,071"
895,5203,111462,Primary,4,2,1,2.9,1.2,0.8,9,"£30,315"
895,5205,135820,Primary,10,8,2,8.7,5.8,1.5,16.9,"£36,460"
895,5401,136278,Secondary,93,25,36,84.3,18,31.7,18.1,"£42,045"
895,6010,137491,Secondary,82,29,28,78.1,26.7,25.5,16.4,"£39,279"
896,2000,139377,Primary,8,8,5,7,6,2,21.4,"£33,787"
896,2001,139379,Primary,18,15,3,16.8,9.9,2.3,19.8,"£33,700"
896,2002,139832,Primary,8,6,2,8,4.9,1.6,0,"£40,521"
896,2005,140664,Primary,15,13,4,12.5,10.1,2.5,14.9,"£34,073"
896,2007,146538,Primary,NA,NA,NA,NA,NA,NA,0,SUPP
896,2008,146642,Primary,10,5,2,6.8,3.8,1.6,16.9,"£36,619"
896,2012,134248,Primary,21,18,6,16.8,15.8,4.5,22.3,"£36,857"
896,2013,134249,Primary,8,9,2,7.6,8.4,2,21.2,"£35,371"
896,2014,135736,Primary,17,10,3,14.8,7.6,2.2,18.9,"£37,129"
896,2055,110976,Primary,23,19,5,17.5,12,3.5,23,"£37,387"
896,2065,110983,Primary,11,14,2,10.3,13.9,2,18.3,"£35,652"
896,2066,110984,Primary,13,9,2,10.1,8,1.6,20.7,"£38,962"
896,2100,110987,Primary,11,12,3,9.4,8.5,1.9,21.1,"£39,097"
896,2108,110993,Primary,5,7,2,5,5.3,1,21,"£39,705"
896,2111,110995,Primary,11,9,2,10.5,7.1,1.7,18.7,"£35,854"
896,2113,110997,Primary,6,3,1,4.5,2.9,0.7,16,"£36,073"
896,2115,110999,Primary,6,5,1,3.1,3,0.9,19.4,"£36,503"
896,2119,111003,Primary,5,6,1,3,3.5,0.9,20.7,"£41,021"
896,2123,111004,Primary,11,10,2,8.5,6.6,1.4,25.6,"£40,596"
896,2178,111047,Primary,11,5,1,8.6,3.9,1,20.1,"£31,604"
896,2181,111050,Primary,11,7,3,8.5,5.7,1.7,25.4,"£36,525"
896,2182,111051,Primary,10,4,3,9.3,2.9,1.9,17.2,"£35,352"
896,2183,111052,Primary,11,10,2,9.4,8.7,1.4,21.6,"£37,714"
896,2186,111053,Primary,21,22,4,17.2,16.1,2.8,20.4,"£38,078"
896,2187,111054,Primary,10,8,2,9.2,6.5,1.9,22.8,"£38,782"
896,2189,111055,Primary,5,6,1,4.8,3.6,0.8,19.5,"£38,584"
896,2190,111056,Primary,6,7,1,6,6.5,0.9,20.7,"£34,639"
896,2191,111057,Primary,33,17,10,30.3,12.8,7.5,17.3,"£35,166"
896,2196,111059,Primary,14,8,2,12.7,5.7,2,17.9,"£35,622"
896,2233,111082,Primary,15,12,2,9.7,6.9,1.5,21,"£37,128"
896,2234,144529,Primary,10,10,2,10,7.8,1.7,23.9,"£33,981"
896,2235,111084,Primary,14,24,4,12,15.6,2.4,19.7,"£38,772"
896,2237,111085,Primary,22,17,3,18,13.9,1.8,18.2,"£40,238"
896,2239,111086,Primary,8,7,5,6.6,5.4,4,17.9,"£36,654"
896,2240,111087,Primary,21,25,8,18.8,13.3,4.2,21.3,"£35,548"
896,2242,144562,Primary,NA,NA,NA,NA,NA,NA,0,SUPP
896,2247,111093,Primary,21,15,4,15.5,8.6,2.2,21.7,"£35,199"
896,2260,111100,Primary,15,19,4,12.7,14.1,2.5,16.3,"£37,137"
896,2268,111103,Primary,13,12,4,11.1,8.7,2.5,20.2,"£37,056"
896,2269,138742,Primary,12,10,7,10.8,5.5,5.4,19.2,"£37,281"
896,2272,111106,Primary,12,9,2,9,5.7,1.7,22.5,"£39,272"
896,2273,111107,Primary,17,12,2,11.8,9.4,1.4,21.1,"£36,130"
896,2274,111108,Primary,12,9,2,11.3,6.1,1.8,20.7,"£37,761"
896,2275,111109,Primary,8,8,1,6.5,4.8,0.8,20.5,"£36,101"
896,2276,111110,Primary,16,11,3,12.9,8.7,1.9,20.6,"£37,269"
896,2279,111112,Primary,11,8,3,9.7,7.8,3,18.9,"£39,103"
896,2282,111115,Primary,7,9,7,6.8,8.7,5.8,18.3,"£36,510"
896,2288,111119,Primary,21,14,3,17.4,8.8,2.4,22.8,"£36,615"
896,2292,141621,Primary,13,9,2,9.2,4.4,1.8,23.2,"£34,159"
896,2298,111126,Primary,10,7,2,8.4,4.4,1.2,19.6,"£34,217"
896,2301,111129,Primary,11,14,4,9.1,11.7,3,21.9,"£34,711"
896,2307,140097,Primary,11,10,7,9.7,7.3,4.3,20.6,"£37,433"
896,2311,111133,Primary,18,25,9,16.2,21.8,7.4,19.8,"£35,481"
896,2316,111137,Primary,16,10,2,11.1,7.5,1.3,17.3,"£40,229"
896,2329,111144,Primary,20,10,9,18.2,7.2,6,20.7,"£38,252"
896,2334,111149,Primary,11,6,4,7.8,4.7,1.1,26.7,"£38,953"
896,2339,111152,Primary,12,6,5,10.9,3.1,3.9,17.5,"£36,603"
896,2350,111160,Primary,15,8,8,13.4,6.2,3.5,23.9,"£39,597"
896,2357,141614,Primary,11,9,3,8.4,4.4,2,25,"£38,434"
896,2678,111205,Primary,10,14,2,8.9,10.8,1.5,24.4,"£37,150"
896,2688,111209,Primary,18,14,3,14.7,10.5,2.2,20.3,"£36,968"
896,2695,111212,Primary,18,15,3,17.1,10.6,2.4,17.4,"£33,295"
896,2701,111218,Primary,31,33,5,27.9,29.3,3.4,15.9,"£34,280"
896,2708,111225,Primary,9,14,3,8.4,12.8,1.7,24.3,"£33,748"
896,2709,143164,Primary,12,20,7,9.7,10.1,3.7,18.7,"£37,064"
896,2713,111230,Primary,11,12,3,9.2,9.4,2.1,22.9,"£38,252"
896,2718,111235,Primary,22,20,3,20.4,17.6,2.1,20.9,"£38,591"
896,2719,111236,Primary,11,9,2,10,7,1.4,21,"£38,989"
896,2721,144541,Primary,NA,NA,NA,NA,NA,NA,0,SUPP
896,2725,130270,Primary,17,11,2,15.4,9,1.7,16.9,"£34,897"
896,2727,131421,Primary,14,11,4,10.6,9.6,3,20.8,"£37,653"
896,2729,131350,Primary,20,22,5,16.3,20.2,4.5,14,"£36,141"
896,2730,144058,Primary,NA,NA,NA,NA,NA,NA,0,SUPP
896,2732,131956,Primary,11,12,6,10.8,9.4,3.7,18.7,"£42,195"
896,3101,111245,Primary,9,6,6,8.4,3.5,2.3,25.2,"£38,973"
896,3103,111247,Primary,10,13,2,9,7,1.4,23.6,"£36,894"
896,3104,111248,Primary,9,3,3,5.7,2.9,0.9,14.5,"£36,454"
896,3105,111249,Primary,6,4,2,5.1,2.9,1.4,19.5,"£35,547"
896,3128,136553,Primary,11,9,4,10.4,5.2,1.7,16.1,"£36,652"
896,3132,111260,Primary,14,17,3,10.7,9.5,2.4,21.5,"£36,269"
896,3133,111261,Primary,9,7,2,4.4,3.1,1.2,15.5,"£36,741"
896,3134,111262,Primary,10,16,4,9.8,11.1,3.9,22.7,"£35,960"
896,3135,111263,Primary,12,6,2,8.2,4.2,1.9,17.3,"£36,958"
896,3149,111270,Primary,7,3,1,5,2.5,1,15.4,"£38,733"
896,3150,111271,Primary,4,4,2,3.5,2.8,1.2,22,"£40,968"
896,3151,111272,Primary,6,7,2,6,4.1,1.3,15.7,"£34,470"
896,3152,111273,Primary,10,6,3,8.8,5.2,2.5,24.5,"£38,742"
896,3155,145075,Primary,7,7,2,7,5.7,1.3,19,"£40,052"
896,3162,145076,Primary,6,2,2,6,2,2,10.4,"£36,579"
896,3163,111281,Primary,7,5,3,5,4.1,1.3,20.1,"£38,272"
896,3164,111282,Primary,13,13,2,12.3,9.2,1.8,22.7,"£35,173"
896,3165,111283,Primary,6,4,3,3.5,3.3,1.1,14.9,"£39,182"
896,3166,111284,Primary,7,12,1,5.4,7.1,1,20.4,"£37,023"
896,3167,111285,Primary,7,5,1,5.6,3.8,1,18.9,"£40,922"
896,3168,111286,Primary,6,9,1,3.8,3.7,1,8.7,"£41,139"
896,3171,111289,Primary,11,9,4,8.6,7.2,2.6,22.9,"£38,055"
896,3172,111290,Primary,24,20,3,18.4,13.8,2.2,21.4,"£38,548"
896,3180,145074,Primary,20,0,0,16.7,0,0,23.4,"£38,088"
896,3415,111311,Primary,11,11,2,9.8,9.9,1.7,16.5,"£38,243"
896,3500,111312,Primary,3,5,1,2.8,3,0.9,26.8,"£41,636"
896,3501,111313,Primary,9,12,2,8.6,7.3,1.4,19.9,"£39,105"
896,3507,111317,Primary,6,9,2,5.1,6.1,1.2,15.1,"£34,446"
896,3532,111336,Primary,5,3,3,4.3,2.5,1.8,18.1,"£39,765"
896,3533,111337,Primary,10,4,2,8.4,4,1.5,24.2,"£36,530"
896,3534,111338,Primary,8,5,1,6.4,4.8,1,20.8,"£38,412"
896,3538,111341,Primary,12,8,2,9.6,5.9,1.8,20.7,"£37,323"
896,3550,111349,Primary,6,6,2,4.9,4.8,1.4,19.4,"£40,141"
896,3551,111350,Primary,5,4,1,5,3.5,1,23.6,"£39,474"
896,3552,111351,Primary,10,10,2,8.9,7,1.8,19.8,"£36,953"
896,3556,140896,Primary,12,10,4,11.6,10,4,17.2,"£36,655"
896,3558,111357,Primary,9,9,2,8.2,7.9,1.6,25.4,"£41,004"
896,3633,111379,Primary,8,7,1,8,4.9,1,22.6,"£36,791"
896,3641,111384,Primary,20,26,4,15.3,16.7,2.3,21.2,"£39,477"
896,3643,111386,Primary,15,24,3,14.2,20.6,2,23.3,"£34,442"
896,3645,111387,Primary,18,11,3,13.7,8.5,1.8,23.3,"£33,746"
896,3646,111388,Primary,12,17,4,10.5,14.2,2.9,17.9,"£40,692"
896,3647,130929,Primary,8,9,2,6.4,6,1.3,22.3,"£40,162"
896,3800,111389,Primary,16,24,8,15,19.3,3.8,19.2,"£38,567"
896,3802,134336,Primary,19,13,7,13.5,8.2,3.7,23.2,"£38,631"
896,3803,134866,Primary,17,29,4,15.9,24.9,3,21.7,"£38,627"
896,3804,134897,Primary,15,18,3,13.7,16.1,3,19,"£39,213"
896,3807,135019,Primary,22,27,10,18.2,20.2,6.7,27.4,"£36,091"
896,3813,135136,Primary,31,22,6,27.8,19.9,5.5,18.9,"£34,985"
896,3815,135246,Primary,21,31,5,17.9,19.9,4.6,24.6,"£37,347"
896,3817,135256,Primary,19,25,7,17.1,18.2,5.2,16.5,"£38,402"
896,3820,135505,Primary,11,6,4,10.4,5.3,4,21.5,"£38,035"
896,3822,135635,Primary,20,16,6,17.4,14.5,4.9,20.8,"£34,895"
896,4000,137582,Secondary,29,10,11,28.2,9.9,10.3,13.4,"£42,235"
896,4001,138148,Secondary,63,27,28,56.8,17.9,22.2,17.8,"£42,823"
896,4002,143817,Secondary,35,9,14,32.3,5.5,11.2,14.9,"£39,154"
896,4003,144742,Secondary,18,0,5,15.4,0,3.8,8.6,"£33,859"
896,4006,111396,Secondary,47,18,19,43.4,14.6,15,12.1,"£40,848"
896,4100,138318,Secondary,121,33,26,117.2,29.2,24.5,14.7,"£38,024"
896,4132,111414,Secondary,73,25,24,63.3,20.4,20.7,17.3,"£41,600"
896,4134,138743,Secondary,62,20,22,57.1,19.2,21,17.5,"£39,046"
896,4135,138483,Secondary,71,15,20,68.4,12.2,17.2,17.1,"£39,384"
896,4149,136645,Secondary,97,7,30,82.2,4.8,23.2,16.4,"£39,437"
896,4153,111422,Secondary,102,14,31,93.9,11,27.3,16.2,"£40,966"
896,4158,111424,Secondary,94,26,28,78.8,16.4,22.3,16.5,"£40,747"
896,4167,111429,Secondary,110,34,31,99.7,28.4,27.2,16,"£41,113"
896,4221,111440,Secondary,91,14,33,80.5,11.1,26.3,16.4,"£41,959"
896,4603,139343,Secondary,64,15,21,56.7,12.3,18.1,15.5,"£42,479"
896,4610,111450,Secondary,81,26,21,72.7,20.9,19.9,17.2,"£39,312"
896,4611,111451,Secondary,54,13,20,51.9,11.6,17.6,17.1,"£40,963"
896,4623,136543,Secondary,71,14,34,63.7,9.6,27.4,16.1,"£40,037"
896,5202,111461,Primary,16,10,8,12,8.6,5,21.7,"£37,323"
896,5204,111246,Primary,7,4,2,4,3.1,0.9,17,"£39,581"
896,5205,136806,Primary,25,33,5,19,24.2,4.1,22.1,"£40,823"
896,6905,135941,Secondary,52,12,25,48,10.8,23.5,0,"£38,893"
896,6906,136184,Secondary,56,14,24,53.7,11.1,20.6,17.1,"£41,049"
908,2000,137076,Primary,8,24,5,6.7,15.6,4.1,30.7,"£32,215"
908,2001,138671,Primary,20,23,6,17.5,15.9,3.6,16.9,"£33,628"
908,2002,139073,Primary,22,31,14,18.3,17.4,7.6,20.8,"£32,796"
908,2003,111791,Primary,4,13,1,2.7,5,1,28.5,"£38,147"
908,2004,111792,Primary,14,15,3,9.6,8.3,1.9,13.9,"£31,907"
908,2006,111794,Primary,11,22,4,10,11,1.2,18.8,"£31,588"
908,2008,143442,Primary,8,6,1,5.4,4,1,19.1,"£35,969"
908,2009,141710,Primary,21,37,4,16.8,22,2.6,25,"£38,391"
908,2010,139955,Primary,9,13,1,8.9,5.6,0.8,22.6,"£29,804"
908,2012,139960,Primary,9,6,3,8,4.8,2.4,20.9,"£29,501"
908,2015,140020,Primary,12,15,1,11.6,10.5,1,20.9,"£34,870"
908,2016,140027,Primary,19,38,5,16.2,15.6,4,23.9,"£34,534"
908,2017,136879,Primary,12,19,5,9.9,8.7,3.2,24.2,"£43,533"
908,2018,111800,Primary,13,17,4,11,11.1,3.4,19.8,"£33,064"
908,2019,140232,Primary,5,7,3,4.6,3.6,0.9,16.2,"£28,810"
908,2020,142444,Primary,10,9,2,9.1,6.6,1,19.2,"£40,878"
908,2021,140328,Primary,20,23,4,16.2,13.8,2.4,17.7,"£35,203"
908,2022,140332,Primary,4,7,1,4,4.2,1,22.3,"£30,582"
908,2024,140334,Primary,6,9,2,4.8,3.3,1,22.1,"£34,592"
908,2025,111803,Primary,3,2,1,2.8,1.3,0.5,15,SUPP
908,2026,140342,Primary,5,3,1,3.1,2,0.9,28,SUPP
908,2027,144894,Primary,5,8,2,4,5.1,1.1,19.2,"£36,327"
